nconst,primaryName,birthYear,deathYear
nm2258579,Ariel Gigena,\N,\N
nm1343916,José Bella,\N,\N
nm13227447,Gabriela Lerner,\N,\N
nm13224432,Ernesto Mischell,\N,\N
nm8699745,Camila Peralta,\N,\N
nm4726150,María Soldi,\N,\N
nm13227448,Jésica Casella,\N,\N
nm0328690,Jack Good,1931,2017
nm0516799,Sharyl Locke,1955,\N
nm0816948,Pip Sparkes,\N,\N
nm0077400,Stephanie Berrington,1948,\N
nm0077399,Jennifer Berrington,\N,\N
nm0271583,Laurelle Felsette,1954,\N
nm0271584,Nicole Felsette,1952,\N
nm0286987,Peter Forster,1920,1982
nm0549466,Frank Marocco,1931,2012
nm0621026,John Napier,1926,2008
nm0819863,Don Spruance,1933,\N
nm10615860,Paul Robertson,\N,\N
nm0574104,Una McNulty,\N,\N
nm2962727,Esme Creed-Miles,2000,\N
nm7902912,Aiden McCullough,\N,\N
nm9815425,Olivia Brennan,\N,\N
nm4440305,Mark Stanley,\N,\N
nm4707183,Mike Noble,\N,\N
nm0308650,Steve Garti,\N,\N
nm10615861,Kenton Foster,\N,\N
nm9992973,Jake Hayward,\N,\N
nm0871443,William Travis,\N,\N
nm1519477,Cathy Breeze,\N,\N
nm4992998,David Zezulka,\N,\N
nm5362984,Abby Quinn,\N,\N
nm11279355,Ashley Padilla,\N,\N
nm4342385,Tre Hall,\N,\N
nm5013462,Alina Patra,\N,\N
nm6272220,Chinedu Unaka,\N,\N
nm7690400,Wyatt Whipple,\N,\N
nm9815640,Juan Wood,\N,\N
nm11279357,Andrew Hales,\N,\N
nm1800498,Mallory Low,1989,\N
nm3933265,Adan Rocha,\N,\N
nm10878694,Natalie Rousseau,\N,\N
nm2612382,Ashley Reyes,\N,\N
nm3214649,Jack Donnelly,\N,\N
nm1794268,Adam Ambruso,1979,\N
nm5253417,Sawyer Sharbino,\N,\N
nm5016623,Sophie Fergi,\N,\N
nm5235983,Emmy James,\N,\N
nm9518905,Ash T,\N,\N
nm11407824,Ella Noel,\N,\N
nm10887290,Riley Del Rey,\N,\N
nm8359383,CG Lewis,\N,\N
nm0079651,Daisy Bevan,1992,\N
nm7318184,Babis Chatzidakis,\N,\N
nm7318185,Pat Hillard,\N,\N
nm5403768,Ozan Tas,1990,\N
nm0537839,Peter Mair,\N,\N
nm3814420,Helena Jinx Jones,\N,\N
nm1797492,Omiros Poulakis,\N,\N
nm7318186,George Tzoganidis,\N,\N
nm6525960,Ioannis Vordos,\N,\N
nm7318187,Panagiota Stavrakaki,\N,\N
nm1617631,Stella Fyrogeni,\N,\N
nm7318188,Nikos Makkas,\N,\N
nm7318189,Filippos Filoglou,\N,\N
nm7318190,Xemio Mastrandonakis,\N,\N
nm0789412,Melanie Shatner,1964,\N
nm0329861,Pamela Gordon,1937,2003
nm0217431,Michael Della Femina,1962,\N
nm0219203,Michael Denish,\N,\N
nm0882117,Nicolae Urs,\N,\N
nm0591042,Radu Minculescu,\N,\N
nm0213242,Elvira Deatcu,1972,\N
nm0395241,Rodica Horobet,\N,\N
nm0409577,Ileana Stana Ionescu,1936,\N
nm4709261,Ray Shirley,\N,\N
nm0004840,Alice Cooper,1948,\N
nm4492084,Susanna Cappellaro,\N,\N
nm0124990,Josephine Butler,\N,\N
nm0001174,Barbara Eden,1931,\N
nm0827577,Robert Sterling,1917,2006
nm0805188,Mark Slade,1939,\N
nm0849579,Charles Tannen,1915,1980
nm0598489,Del Monroe,1931,2009
nm0597439,Tony Monaco,1926,\N
nm0285786,Michael Ford,\N,\N
nm0864308,Ashley Tisdale,1985,\N
nm5111584,Paul Zinno,\N,\N
nm5252147,Alex Gravenstein,\N,\N
nm1479022,Nick E. Tarabay,1975,\N
nm9677628,Waleed Hammad,\N,\N
nm4201719,Zaydun Khalaf,\N,\N
nm8371122,Clare McConnell,\N,\N
nm7619289,Nabeel El Khafif,\N,\N
nm4526753,Elizabeth Neale,\N,\N
nm1742715,Ayça Bingöl,1975,\N
nm4275268,Erkan Avci,1982,\N
nm8885149,Sahin Kendirci,2001,\N
nm2460926,Turgut Tuncalp,1976,\N
nm2181405,Caner Kurtaran,1978,\N
nm1078045,Goncagül Sunar,1970,\N
nm0456077,Güven Kiraç,1968,\N
nm5331335,Erkan Kolçak Köstendil,1983,\N
nm0259472,Altan Erkekli,1955,\N
nm9532891,Alper Parlak,\N,\N
nm10117154,Vait Çelik,\N,\N
nm10310478,Mehmet Kagan Oztop,\N,\N
nm6843731,Lebip Gökhan,\N,\N
nm10107473,Aleyna Özgeçen,\N,\N
nm0833652,John Stratton,1925,1991
nm0111723,Michael Brooke,1942,2014
nm0396830,Glyn Houston,1925,2019
nm0494854,Richard Leech,1922,2004
nm0741394,George Rose,1920,1988
nm0726575,Arthur Rigby,1900,1971
nm0205129,Maureen Davis,1935,\N
nm0024322,Joss Ambler,1900,1959
nm4139037,Suraj Sharma,1993,\N
nm4853568,Ayush Tandon,\N,\N
nm5306953,Gautam Belur,\N,\N
nm5290022,Ayaan Khan,\N,\N
nm5370515,Mohd. Abbas Khaleeli,\N,\N
nm5177448,Vibish Sivakumar,\N,\N
nm2324802,Jun Naito,\N,\N
nm5183595,Shravanthi Sainath,\N,\N
nm5371066,Elie Alouf,\N,\N
nm5370170,Padmini Ramachandran,\N,\N
nm3605032,T.M. Karthik Srinivasan,\N,\N
nm0113158,Brianna Brown,1979,\N
nm1277239,Sascha Rosemann,1977,\N
nm1269193,T.W. Leshner,\N,\N
nm0604510,Branden Morgan,\N,\N
nm2397225,Ryan McGee,\N,\N
nm2443723,Debbie Jaffe,\N,\N
nm2416875,Ryan Wiik,1981,\N
nm0423236,Mike Jittlov,1948,\N
nm0443380,Richard Kaye,\N,\N
nm0601701,Paige Moore,\N,\N
nm0157328,Deven Chierighino,1955,\N
nm0006188,John Massari,1957,\N
nm0482486,Frank LaLoggia,1954,\N
nm0859365,Philip Michael Thomas,1949,\N
nm0017627,Lynda Aldon,\N,\N
nm5367159,Baron,\N,\N
nm0907535,Arnetia Walker,1954,\N
nm0472000,Ben Kronen,\N,\N
nm0744941,Michele Roth,\N,\N
nm0423234,Greg Jittlov,\N,\N
nm0423235,Marie Jittlov,\N,\N
nm3748536,Ellie Church,\N,\N
nm3133211,Brian Papandrea,\N,\N
nm6265510,Allison Maier,\N,\N
nm8246782,Alyss Winkler,\N,\N
nm2118931,Josh Arnold,\N,\N
nm3705364,Jason Hignite,\N,\N
nm7666322,Lucretia Lynn,\N,\N
nm2423654,Susan M. Martin,\N,\N
nm7596626,Sadie Tate,\N,\N
nm5226061,Haley Madison,1992,\N
nm4021606,Gabe Metzger,\N,\N
nm3048151,Roni Jonah,1981,\N
nm8846128,Ravyn Rose,\N,\N
nm3714459,Arthur Cullipher,\N,\N
nm9487248,Lexi Thompson,\N,\N
nm0283095,Med Flory,1926,2014
nm0677953,Donald Petrie,1954,\N
nm0485878,Perry Lang,1959,\N
nm0291582,Fred Franklyn,1926,1989
nm0241860,Olive Dunbar,1925,2017
nm0360637,Al Hansen,\N,\N
nm0793234,Nicholas Shields,\N,\N
nm0051159,Allison Balson,1969,\N
nm0309658,Jim Gatherum,1966,\N
nm0101108,Tanya Bowers,\N,\N
nm9547306,Roseline Yale,\N,\N
nm5168039,Asta Paredes,1987,\N
nm4139367,Vito Trigo,\N,\N
nm2219800,Babette Bombshell,\N,\N
nm5275216,Tara E. Miller,\N,\N
nm5205877,Mike Baez,\N,\N
nm4343429,Mark Quinnette,\N,\N
nm6063463,Jim Sheppard,\N,\N
nm5063361,Reiki Tsuno,\N,\N
nm1878383,Josh Potter,\N,\N
nm3527198,Clay von Carlowitz,\N,\N
nm6063467,Lauren Sylvester,\N,\N
nm3636187,Stefan Dezil,1991,\N
nm5210805,Gabriela Fuhr,\N,\N
nm3348256,Adam P. Murphy,\N,\N
nm4319539,Brenda Rickert,\N,\N
nm0551103,Peter Marshall,\N,\N
nm2703857,Caroline Marohasy,\N,\N
nm1270779,Jack Henry,\N,\N
nm1555145,Christopher Sommers,\N,\N
nm2704789,Evert McQueen,\N,\N
nm0079415,Chris Betts,\N,\N
nm11542418,Damon Gibson,\N,\N
nm1777041,Ron Kelly,\N,\N
nm2506361,Robyn Moore,1971,\N
nm2359873,Hannah Levien,\N,\N
nm2311322,Greg Jones,\N,\N
nm2352793,Mick Glancy,\N,\N
nm2701905,Rhye Copeman,\N,\N
nm2700702,Cameron McKay,\N,\N
nm2702461,Warren Meacham,\N,\N
nm0531101,Luke Mably,1976,\N
nm0004349,Kam Heskin,1973,\N
nm0123779,Clemency Burton-Hill,1981,\N
nm0278746,Jonathan Firth,1967,\N
nm1527606,David Fellowes,1944,\N
nm0279445,David Fisher,\N,\N
nm3156451,Mirek Hrabe,\N,\N
nm1117521,Paulina Nemcova,1973,\N
nm1224302,Lana Likic,1981,\N
nm0281514,Dan Brown,\N,\N
nm0590641,Andrea Miltner,\N,\N
nm0555753,Zdenek Maryska,1947,\N
nm2063908,Gil Kazimirov,\N,\N
nm1467261,Jeff Smith,\N,\N
nm1373993,Richard Rowlands,1958,2014
nm0135944,Ion Caramitru,1942,2021
nm0278367,Andrei Finti,1952,\N
nm2674236,Lachlan Nieboer,1981,\N
nm2483961,Adrian Nicolae,\N,\N
nm0870946,Claudiu Trandafir,1963,\N
nm3379711,Tom Kane,\N,\N
nm2107665,Liam Boyle,1985,\N
nm0355574,Florence Hall,\N,\N
nm3657218,Alexander Vlahos,\N,\N
nm0881025,Mark Underwood,\N,\N
nm2845631,David Oakes,1983,\N
nm4753010,Elana Di Troya,\N,\N
nm3523076,Jarod Joseph,1985,\N
nm1705724,Jill Morrison,\N,\N
nm3186064,Kate Craven,1982,\N
nm2492168,Nykeem Provo,1990,\N
nm9474072,Megan Munro,\N,\N
nm9172633,Roy Dilbert,\N,\N
nm3728061,Farah Ahmad,\N,\N
nm10825127,Mhia Farhana,\N,\N
nm8198465,Harith Haziq,\N,\N
nm8198463,June Lojong,\N,\N
nm1046595,Namron,\N,\N
nm10825128,Putri Qaseh,\N,\N
nm10303529,Cynthia Marie,\N,\N
nm5928076,Alexander Ward,\N,\N
nm9018174,B. Dave Walters,\N,\N
nm10303530,Jason Carl,\N,\N
nm3577853,Xander Jeanneret,\N,\N
nm4585727,Josephine McAdam,\N,\N
nm2312881,Vincent Caso,1991,\N
nm10665216,Noura Ibrahim,\N,\N
nm2057852,Shayne Eastin,\N,\N
nm2116810,Ash Minnick,1983,\N
nm5048085,Becca Scott,1989,\N
nm2963561,Luis Carazo,\N,\N
nm2584203,Bryan Forrest,1986,\N
nm0031398,Lou Antonio,1934,\N
nm0130324,Charlie Callas,1927,2011
nm0281130,Ed Flanders,1934,1995
nm0666332,Neva Patterson,1920,2010
nm0352625,Jonathan Hadary,1948,\N
nm0477385,Jack Kyle,1968,\N
nm0412336,George Ives,1926,2013
nm4623823,Liqing Zu,\N,\N
nm4624046,Yuting Deng,\N,\N
nm7205580,Lin Zhang,\N,\N
nm9960934,Hongyun Liu,\N,\N
nm1169179,Ying Liang,\N,\N
nm4623760,Weitong Xie,\N,\N
nm1110265,Na Zhao,\N,\N
nm4623626,Quansheng Gao,\N,\N
nm9960935,Yanzi Yan,\N,\N
nm7630114,Man-Yee Ching,\N,\N
nm1262169,Alejandra Gutierrez,1979,\N
nm5941822,Nazeeh Tarsha,1993,\N
nm8529582,Marisa Duran,\N,\N
nm0466861,Dina Korzun,1971,\N
nm0776193,Armand Schultz,1959,\N
nm0462416,Ted Koch,\N,\N
nm0045007,Oksana Lada,\N,\N
nm5501496,Larisa Bell,\N,\N
nm4540583,Anna Dyukova,\N,\N
nm0374700,Laura Heisler,1975,\N
nm1047769,Brienin Bryant,1972,2009
nm0585334,Charlotte Mickie,\N,\N
nm2262876,Rebecca Brooksher,\N,\N
nm0833225,Henry Stram,1954,\N
nm0683345,Nova Pilbeam,1919,2015
nm0210116,Derrick De Marney,1906,1978
nm0549385,Percy Marmont,1883,1977
nm0726585,Edward Rigby,1879,1951
nm0519274,John Longden,1900,1971
nm0138340,Pamela Carme,1902,1995
nm0581416,George Merritt,1890,1977
nm0540763,H.F. Maltby,1880,1963
nm0588630,John Miller,1896,1968
nm0040718,Frank Atkinson,1890,1963
nm0079670,Pamela Bevan,\N,\N
nm0156613,Albert Chevalier,1897,1959
nm1720779,David Vincent,1972,\N
nm1602132,Kevin Dorman,\N,\N
nm3423027,Melinda Lee,\N,\N
nm1411712,Eriko Kawasaki,\N,\N
nm0769972,Jaroslava Schallerová,1956,\N
nm0465948,Petr Kopriva,1947,\N
nm0699366,Jirí Prýmek,1933,1983
nm2235085,Libuse Komancová,\N,\N
nm0257104,Karel Engel,1940,2018
nm2233643,Alena Stojáková,\N,\N
nm1149183,Otto Hradecký,1920,1990
nm0927423,Martin Wielgus,\N,\N
nm0532537,Jirina Machalická,\N,\N
nm2236128,Michaela Klocová,1952,\N
nm2235429,Zdenka Kovárová,\N,\N
nm2233591,Bedriska Chalupská,\N,\N
nm2234434,Robert Nezval,1954,1971
nm0009368,Josef Abrhám,1939,\N
nm0028465,Jana Andresíková,1941,2020
nm3046769,Alice Auspergerová,\N,\N
nm0089980,Larry Blyden,1925,1975
nm0114386,Pamela Brown,1917,1975
nm0189559,Peter Crowcroft,1925,1982
nm0916843,Byron Webster,1931,1991
nm0016781,Mabel Albertson,1901,1982
nm0697801,Angela Pringle,1942,2008
nm2781939,Rafael Cebrián,\N,\N
nm0673768,Julio Perillán,1973,\N
nm7877125,Johanna Wallmeier,\N,\N
nm7193825,Oscar Dorta,\N,\N
nm6456446,Karina Matas Piper,\N,\N
nm5982079,Daniel Horvath,\N,\N
nm5301342,Bruno Sevilla,\N,\N
nm4341659,Saras Gil,\N,\N
nm0050787,Elena Ballesteros,1981,\N
nm0392913,Lluís Homar,1957,\N
nm0590298,Santi Millán,1968,\N
nm2797599,San Yélamos,\N,\N
nm1740103,Alicia Fernández,\N,\N
nm2800798,Cesc Cornet,\N,\N
nm2304871,Juanma Falcón,1983,\N
nm2593484,Adam Nached,\N,\N
nm0591314,Josep Minguell,\N,\N
nm2072242,Helena Carrión,\N,\N
nm4527798,Maria Piedrahita,\N,\N
nm1747357,Víctor Benjumea,1970,\N
nm1696634,Mariola Ruiz,\N,\N
nm2085661,Maria Cisneros,\N,\N
nm1615551,Mark Forester Evans,\N,\N
nm5292637,Liam Hughes,\N,\N
nm5292410,Joe Daly,\N,\N
nm5292910,Annabelle Le Gresley,\N,\N
nm1754290,Nathalie Pownall,\N,\N
nm1756279,Elizabeth Boag,\N,\N
nm3373214,Chris Casey,\N,\N
nm5397535,Ellie Selwood,\N,\N
nm3656932,Morag Sims,\N,\N
nm5292959,Catherine Ruddick,\N,\N
nm5285973,Derek Jones,\N,\N
nm5288116,PennyJo Koviou,\N,\N
nm6076581,Alice May Ferngrove,\N,\N
nm5293169,Shayla Palk,\N,\N
nm3851039,Siobhan Schulz,\N,\N
nm5293724,Jack Ware,\N,\N
nm0672360,Del Pentecost,1963,\N
nm0922995,Michael Weston,1973,\N
nm0005361,LeAnn Rimes,1982,\N
nm0746811,Jeremy Rowley,1978,\N
nm0165971,Ellen Cleghorne,1965,\N
nm0297557,John Fugelsang,1969,\N
nm0013993,Robert Ahlers,\N,\N
nm0801358,Orlando Sims,\N,\N
nm0240363,Barry Michael Duff,\N,\N
nm0686029,Tony Pitts,1962,\N
nm0600781,Tony Mooney,1965,\N
nm0654608,Kenneth Oxtoby,\N,\N
nm1967343,John Barber,\N,\N
nm2976800,Isa Briones,1999,\N
nm4728487,Jemma Dallender,\N,\N
nm4250182,Diana Care,\N,\N
nm8157610,Micavrie Amaia,\N,\N
nm6905569,Annie Quigley,\N,\N
nm1987558,Cherise Silvestri,\N,\N
nm2265609,Heather Rome,\N,\N
nm10714537,Alexander McMorran,\N,\N
nm0602496,John Moraitis,\N,\N
nm4294862,Natia Tsitsilashvili,\N,\N
nm11851473,Sophio Babilodze,\N,\N
nm3671807,Ana Imnadze,\N,\N
nm11851474,Tamar Gogoladze Rein-Hagen,\N,\N
nm0389988,Meeghan Holaway,1966,\N
nm0842302,John Sweet,1916,2011
nm0418630,Betty Jardine,1903,1945
nm0325428,Harvey Golden,1921,\N
nm12107779,Leonard Smith,\N,\N
nm0848762,James Tamsitt,1931,1996
nm0865146,David Todd,1939,2018
nm0250652,Beresford Egan,1905,1984
nm0390979,Anthony Holles,1901,1950
nm0333163,Marina de Graaf,1959,\N
nm0185039,Gerard Cox,1940,\N
nm0869777,Pleuni Touw,1938,\N
nm0275207,Wendy Ferwerda,\N,\N
nm0885777,Sandrien van Brakel,\N,\N
nm0282228,Pieter Fleury,1955,\N
nm0444837,Joop Keesmaat,1943,\N
nm0373525,Judith Hees,1950,\N
nm0262169,Simone Ettekoven,1948,\N
nm0447241,Hans Kemna,1940,\N
nm0109485,Adrian Brine,1936,2016
nm0581018,Yvette Merlin,1926,2017
nm0932254,Mathilde Willink,1938,1977
nm8631517,Daco de la Bretonnière,\N,\N
nm0491661,Arnoud R.H. Lauxtermann,\N,\N
nm0504467,Jeff Lester,1955,\N
nm0755124,Adrianne Sachs,1957,\N
nm0083447,Stuart Bird,\N,\N
nm0445689,Karin Keller,1963,\N
nm0069687,Paul Beltz,\N,\N
nm0138005,Robin Carlson,\N,\N
nm0361380,Tammy Hanson,\N,\N
nm0585050,Shelley Michelle,1962,\N
nm0064118,Ursula Beaton,1967,\N
nm0452662,Kieta,\N,\N
nm0035829,Melinda Armstrong,1966,2011
nm2605625,Katie Nehra,\N,\N
nm3983440,Garrett Kruithof,1975,\N
nm0303088,Ross Gallo,\N,\N
nm2749141,Wendy McColm,1987,\N
nm2555065,Kelly Connolly,\N,\N
nm0629697,Rachel Nichols,1980,\N
nm1861910,Isabel Conner,1997,\N
nm1861863,Brendan Donaldson,\N,\N
nm0035562,Annabel Armour,\N,\N
nm1861867,David Gee,\N,\N
nm1180243,Danny McCarthy,\N,\N
nm1861923,Nancy Lollar,1928,2020
nm1861898,José Taitano,\N,\N
nm0859146,Lenore Thomas Douglas,\N,\N
nm5328846,Wojciech Fry Lewis,\N,\N
nm3136424,Marie Joelyn,\N,\N
nm0115311,Robert Broyles,1933,2011
nm0507255,Harvey Lewis,\N,\N
nm4452673,Corey Richardson,\N,\N
nm4350151,Bradley Horne,\N,\N
nm2138257,Nancy Stelle,\N,\N
nm1002678,Roger E. Fanter,1934,2017
nm4350300,Jesse Hotchkiss,\N,\N
nm1195624,Troy Mittleider,\N,\N
nm4350442,Brid Caveney,\N,\N
nm1024107,Ambyr Childers,1988,\N
nm1939729,B. Anthony Cohen,\N,\N
nm0122703,James C. Burns,1959,\N
nm4350318,Lee Bettencourt,\N,\N
nm1593279,Mark Eaton,\N,\N
nm4350390,Brian Vanik,\N,\N
nm2130685,Dan Figur,\N,\N
nm2514104,Jessica Rizo,1983,\N
nm3077079,Allison Curtis,2001,\N
nm4350642,Rachel Rosenstein,\N,\N
nm0696463,Michael Preston,1938,\N
nm0809634,R. David Smith,\N,\N
nm0951865,Marty Zagon,1925,1999
nm0289157,Mickey Fox,1915,1988
nm0428264,William Jones,1954,\N
nm0429477,Wynston A. Jones,1943,2011
nm0428862,Mike Jones,\N,\N
nm0910095,Michael Sinclair Walter,1953,\N
nm0587504,Rick Militi,\N,\N
nm0430641,Lou Joseph,\N,\N
nm0011327,Rush Adams,\N,\N
nm0144224,Michael Cassidy,\N,\N
nm0623710,Leslie Neale,\N,\N
nm0282409,Matthew Flint,1963,\N
nm0872008,Anne Tremko,1968,\N
nm0342302,Tim Grimm,1960,\N
nm0572733,Zachary McLemore,1984,\N
nm0011834,Jason Adelman,1977,\N
nm2380420,Dwaine Stevenson,\N,\N
nm0681547,Michael Piccirilli,1971,\N
nm1175657,Erika Heynatz,1975,\N
nm0667727,Harry Pavlidis,\N,\N
nm0178629,Kevin Copeland,1967,\N
nm2377128,Matt Hylton Todd,\N,\N
nm2376754,Valentino del Toro,\N,\N
nm1120736,Amy Mathews,1979,\N
nm1139346,Paul Winchester,\N,\N
nm0400371,Richard Huggett,1965,\N
nm3306291,Rebecca Ranclaud,\N,\N
nm0283139,Alan Flower,\N,\N
nm1544753,Naomi Ormont,\N,\N
nm0809613,Phyllis Smith,1951,\N
nm0035395,Jillian Armenante,1968,\N
nm2298331,Matthew J. Evans,1996,\N
nm3849020,Igal Ben-Yair,\N,\N
nm3878124,Andra Nechita,\N,\N
nm3906552,Finneas O'Connell,1997,\N
nm3898130,Daniel Castro,\N,\N
nm2648101,Adrian Kali Turner,\N,\N
nm0113983,Kedar Brown,1968,\N
nm0359322,Kevin Hanchard,\N,\N
nm0621348,Tony Nardi,1958,\N
nm0540980,Barbara Mamabolo,1986,\N
nm1031732,Charles Officer,\N,\N
nm0092677,Katie Boland,1988,\N
nm6216310,Natassia Halabi,\N,\N
nm1002594,Nicholas Belleas,\N,\N
nm2154148,Lawrence Cioppa,\N,\N
nm7155965,Dario Cipani,\N,\N
nm1992052,Christine Cornell,\N,\N
nm7689115,Chris Camaj,\N,\N
nm0264421,Duccio Fabbri,\N,\N
nm2065536,Michael Gasparro,\N,\N
nm2848997,Anna Kuchma,1981,\N
nm0171484,David Colin Jr.,1970,\N
nm0000877,Lamberto Bava,1944,\N
nm0182602,Paul Costello,\N,\N
nm0758081,Nicola Salerno,\N,\N
nm5927193,Raïna von Waldenburg,\N,\N
nm0532851,Joan MacIntosh,1945,\N
nm6076918,Sophia Adler,\N,\N
nm5059839,Jennifer Onvie,\N,\N
nm2880491,Johnny Hopkins,\N,\N
nm2962527,Samia Akudo,\N,\N
nm2998785,Jason Alazraki,\N,\N
nm1711352,Richard Aldis,\N,\N
nm7171870,Lauren Anthony,\N,\N
nm5806888,Ngozi Jane Anyanwu,\N,\N
nm3679007,Eve Austin,\N,\N
nm6103126,Brooke Axtell,\N,\N
nm8804562,Johnny Rose,\N,\N
nm3467957,Fiona Hardingham,\N,\N
nm5348151,Jenifer Beth Kaplan,\N,\N
nm6533557,Michael Robles,\N,\N
nm3729501,Chuck Kourouklis,\N,\N
nm9757459,Luis Daniel Ramírez Santiago,\N,\N
nm0838262,Nancy Sullivan,1969,\N
nm9757460,Anthony Budai,\N,\N
nm2819770,Erik Braa,1971,\N
nm3597766,Eric Larsen,\N,\N
nm5212077,Phillip Vasquez,\N,\N
nm1002867,Tony Salerno,1969,\N
nm3328698,Kevin Glenz,\N,\N
nm3086197,Momoko Ishikawa,\N,\N
nm1647539,Ryôko Shiraishi,1982,\N
nm3218692,Madelyn Cline,1997,\N
nm4789062,Lucius Hoyos,\N,\N
nm5287755,Chase Vacnin,\N,\N
nm6104247,Steve Lipman,\N,\N
nm3427887,Constantine Rousouli,\N,\N
nm5112150,Alestair Shu,\N,\N
nm6702320,Frankie Montero,\N,\N
nm5443734,Bryan Amato,\N,\N
nm12956589,Jimmy Cajigas,\N,\N
nm6743801,James Michael Brandes,\N,\N
nm1812493,John Combs,\N,\N
nm0244443,Ian Dury,1942,2000
nm0247877,Roberta Eaton,\N,\N
nm0824364,Tony Steedman,1927,2001
nm0803943,Colin Skeaping,1944,\N
nm0367754,Stewart Harvey-Wilson,\N,\N
nm0337134,Paul Grayson,\N,\N
nm0152576,Chris Chappell,1961,\N
nm0382565,Charlotte Hick,\N,\N
nm1764355,Jennifer Winget,1985,\N
nm3816889,Harshad Chopra,\N,\N
nm13273201,Shahnawaz Hussain,\N,\N
nm5685394,Shehzad Shaikh,1982,\N
nm9711765,Aanchal Goswami,\N,\N
nm4480587,Vaishnavi Dhanraj,1988,\N
nm9506063,Parineeta Borthakur,\N,\N
nm3525672,Iqbal Azad,\N,\N
nm2057743,Shweta Gautam,1973,\N
nm9732567,Aaryaa Sharma,\N,\N
nm2961568,Sehban Azim,\N,\N
nm0013157,Apurva Agnihotri,1972,\N
nm8374586,Namita Dubey,\N,\N
nm9862066,Mallika Nayak,\N,\N
nm9494762,Ishani Sharma,\N,\N
nm11658903,Amir Malik,\N,\N
nm8374587,Urfi Javed,\N,\N
nm0852848,Mark L. Taylor,1950,\N
nm0110735,Roy Brocksmith,1945,2001
nm0441788,Marlene Katz,1980,\N
nm0730372,Jane Marla Robbins,1943,\N
nm0777464,Theo Schwartz,\N,\N
nm0920030,Cori Wellins,\N,\N
nm3965943,Elma Begovic,1989,\N
nm5545145,Annette Wozniak,\N,\N
nm4630926,Denise Yuen,\N,\N
nm5362985,Jordan Gray,\N,\N
nm5051981,Lawrene Denkers,1961,\N
nm0083702,Barry Birnberg,\N,\N
nm8141007,Daniel Klimitz,\N,\N
nm4355888,Tianna Nori,\N,\N
nm5699124,Caroline Palmer,\N,\N
nm2315739,Justin Moses,\N,\N
nm7015345,MarieBeth Young,\N,\N
nm7012981,Christopher James,\N,\N
nm7012982,Alex Winterwood,\N,\N
nm6503852,Patrick Wuori,\N,\N
nm4508662,Sheelagh Daly,\N,\N
nm6762538,Cameron Nash,\N,\N
nm0670259,Derrek Peels,\N,\N
nm3907378,John Cross,\N,\N
nm1440863,Satya Bhabha,1983,\N
nm1854069,Bryan Lee O'Malley,1979,\N
nm0942367,Edgar Wright,1974,\N
nm1545176,Jared LeBoff,\N,\N
nm5355055,Bonnie Rotten,1993,\N
nm3069997,Alice McMunn,\N,\N
nm0730888,Bret Roberts,\N,\N
nm0444858,Frederick Keeve,\N,\N
nm1514011,Travis Eberhard,\N,\N
nm1677454,Joey Capone,\N,\N
nm0570165,Brian McGuire,1975,\N
nm3530729,John Grohl,\N,\N
nm3429753,Erin Callahan,\N,\N
nm3978436,David Harper,\N,\N
nm4896276,Jade Waters-Burch,\N,\N
nm6761428,Carolina Correa,\N,\N
nm0822729,Chris Stanton,1957,2020
nm1853101,Jonny Freeman,\N,\N
nm3273642,Channelle Owen,\N,\N
nm3278263,Charlene Osuagwu,\N,\N
nm2456227,Ben Kerfoot,1992,\N
nm3329300,Jenny Huxley Golden,\N,\N
nm3328920,Eliza Cummings-Cove,\N,\N
nm3300023,Sam Melvin,\N,\N
nm3327480,Joe Cocklin,\N,\N
nm5307649,Oyiza Momoh,\N,\N
nm5307595,Oscar Jacques,\N,\N
nm4799242,Paul Bamford,\N,\N
nm2531084,Moustafa Chousein-Oglou,\N,\N
nm0931656,Scot Williams,1972,\N
nm0750758,Jared Rushton,1974,\N
nm0204983,Kimberlee M. Davis,\N,\N
nm0002741,Oliver Block,1977,\N
nm0441699,Erika Katz,\N,\N
nm0050924,Mark Ballou,1971,\N
nm0903016,Alec Von Sommer,\N,\N
nm0235704,Chris Dowden,\N,\N
nm0331750,Roland Got,1916,1948
nm0822792,Paul Stanton,1884,1955
nm0357963,John Hamilton,1887,1958
nm0237708,Roland Drew,1900,1988
nm0304058,Chester Gan,1908,1959
nm0519618,Richard Loo,1903,1983
nm3134238,Shawn Kathryn Kane,1988,\N
nm7525080,Hafedh Dakhlaoui,\N,\N
nm6505320,Eric James Gravolin,\N,\N
nm7071579,Natasha Arancini,\N,\N
nm4274313,Clara Helms,\N,\N
nm4249779,Erica Eynon,\N,\N
nm9913227,Kristy Wordsworth,\N,\N
nm5395797,Jamie Treselyan,\N,\N
nm8169081,Francisco Antonio,\N,\N
nm1571927,Leif Holt,\N,\N
nm10999753,Yana Levasheva,\N,\N
nm5488812,Firdaws Adelpour,\N,\N
nm1088446,Frank Bond,\N,\N
nm2542278,Liezl Carstens,\N,\N
nm0587185,Marc Miles,\N,\N
nm0102159,Eileen Boylan,1987,\N
nm0311473,Jeff Geddis,1975,\N
nm0728663,Rae Ritke,1964,\N
nm0808959,Kerri Smith,\N,\N
nm4421621,Val Ovtcharov,\N,\N
nm0809998,Stacy Smith,\N,\N
nm2139341,Christine Tizzard,\N,\N
nm0878807,Deneen Tyler,1964,\N
nm5457886,Noelle Wilcox,\N,\N
